Name,Pos,PosSimple,Gm,G,A1,A2,P,iHSC,iSC,iCF,C+ -,F+ -,G+ -,CF,FF,ZSO,ZSD,AB,FO_W,FO_L,HIT,HIT-,PN,PN-,TOI,Salary,Age,CF60,CA60,CP60,FF60,FA60,FP60,SF60,SA60,BK,MS,SH,SF,GF,SA,GA,FA,CA,SCF,SCA,ShotAttempts,Goals,Assists,ScoringChances,ShotsOnGoal,OddmanRushes,DirectGoals,ReboundsGeneratedFromAttempts,AttemptsWith0Assists,AttemptsWith1Assists,AttemptsWith2Assists,AttemptsWith3Assists,DirectGoalsWith0Assists,DirectGoalsWith1Assists,DirectGoalsWith2Assists,DirectGoalsWith3Assists,ReboundAttempts,ReboundsOnGoal,ReboundGoalsScored,A1OnAttempts,A1OnScoringChances,A1OnShotsOnGoal,A1OnOddmanRushes,A1OnDirectGoals,A2OnAttempts,A2OnScoringChances,A2OnShotsOnGoal,A2OnOddmanRushes,A2OnDirectGoals,A3OnAttempts,A3OnScoringChances,A3OnShotsOnGoal,A3OnOddmanRushes,A3OnDirectGoals
Ben Smith,C,F,4,0,0,0,0,1,1,2,-15,-13,-1,14,10,5,5,1,2,8,4,5,0,0,23.2,1.5,27,36.20689655,75,111.2068966,25.86206897,59.48275862,85.34482759,23.27586207,38.79310345,1,0,1,9,0,15,1,23,29,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Street,C,F,1,0,0,0,0,0,0,1,0,2,0,5,5,1,1,0,1,3,2,2,1,0,5.7,0.65,28,52.63157895,52.63157895,105.2631579,52.63157895,31.57894737,84.21052632,42.10526316,21.05263158,0,0,1,4,0,2,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benoit Pouliot,L,F,19,3,4,0,7,9,22,34,-7,0,-1,218,162,70,62,9,3,9,12,11,3,5,246.3,4,28,53.10596833,54.81120585,107.9171742,39.46406821,39.46406821,78.92813642,28.7454324,29.9634592,5,7,19,118,11,123,12,162,225,100,108,29,3,4,19,17,1,2,0,0,11,10,8,0,1,0,1,2,1,1,49,16,31,2,4,18,8,8,1,0,8,3,5,0,0
Blake Comeau,RL,F,15,1,3,0,4,9,19,37,-28,-8,-3,149,112,45,82,7,24,26,28,17,3,3,196.5,2.4,29,45.49618321,54.04580153,99.54198473,34.19847328,36.64122137,70.83969466,25.34351145,26.87022901,11,8,17,83,5,88,8,120,177,59,91,27,1,3,6,14,2,1,1,0,15,10,2,0,0,1,0,3,2,0,28,5,13,0,3,17,5,6,1,0,2,0,0,0,0
Blake Wheeler,R,F,14,2,5,0,7,11,18,41,10,-3,-3,189,139,61,63,9,4,5,17,24,0,1,192.4,5.8,29,58.93970894,55.82120582,114.7609148,43.34719335,44.28274428,87.62993763,30.56133056,34.92723493,10,8,21,98,8,112,11,142,179,91,90,30,2,4,11,16,0,2,0,0,16,9,5,0,2,0,0,0,0,0,30,19,20,1,4,17,5,10,0,0,4,2,4,0,0
Bo Horvat,C,F,16,1,0,1,2,9,19,27,-49,-35,-4,129,100,57,75,4,101,91,13,6,1,2,186.3,0.925,20,41.54589372,57.32689211,98.87278583,32.20611916,43.47826087,75.68438003,23.51046699,30.5958132,6,7,13,73,6,95,10,135,178,65,101,21,1,1,9,14,2,1,1,0,11,6,4,0,0,1,0,1,0,0,24,10,13,0,0,10,4,5,0,1,4,4,2,0,0
Bobby Farnham,L,F,30,6,0,1,7,11,26,48,-64,-28,1,175,145,45,74,11,2,2,53,54,5,12,280.5,0.575,26,37.43315508,51.12299465,88.55614973,31.01604278,37.00534759,68.02139037,22.03208556,26.09625668,8,11,23,103,8,122,7,173,239,88,106,25,2,0,7,14,1,2,1,0,14,8,3,0,2,0,0,2,1,0,20,4,12,0,0,6,1,3,0,0,0,0,0,0,0
Bobby Ryan,RL,F,13,0,3,1,4,6,14,30,-46,-41,-6,134,95,68,45,3,1,3,15,15,0,2,165.1,6.5,28,48.69775893,65.41490006,114.112659,34.52453059,49.42459116,83.94912174,25.80254391,37.79527559,8,7,15,71,5,104,11,136,180,66,92,18,0,2,6,7,0,0,1,0,9,5,4,0,0,0,0,2,2,0,21,6,13,0,2,10,3,3,0,0,2,1,1,0,0
Boone Jenner,LC,F,14,5,2,0,7,16,28,44,-23,-8,-6,155,126,54,64,9,10,11,33,17,2,2,183.5,0.775,22,50.68119891,58.20163488,108.8828338,41.19891008,43.8147139,85.01362398,31.71662125,34.65940054,6,9,24,97,7,106,13,134,178,89,88,23,3,1,12,11,0,2,0,0,14,6,3,0,1,1,0,2,2,1,20,11,12,1,1,8,0,2,0,0,4,2,1,0,0
Borna Rendulic,R,F,2,0,0,0,0,1,2,2,-17,-10,0,6,6,5,2,2,0,1,1,0,0,0,14.2,0.63,23,25.35211268,97.18309859,122.5352113,25.35211268,67.6056338,92.95774648,12.67605634,42.25352113,0,1,1,3,0,10,0,16,23,5,13,3,0,0,3,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Boyd Gordon,C,F,7,0,0,1,1,0,0,2,-24,-10,-1,34,29,10,35,1,39,24,3,3,0,2,60.8,3,31,33.55263158,57.23684211,90.78947368,28.61842105,38.48684211,67.10526316,21.71052632,32.56578947,0,0,2,22,2,33,3,39,58,12,32,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,4,0,0,2,1,2,0,0,2,0,0,0,0
Brad Boyes,R,F,15,0,2,1,3,7,19,29,20,11,-3,127,94,40,45,2,3,1,7,20,3,1,136.1,0.7,33,55.98824394,47.17119765,103.1594416,41.44011756,36.5907421,78.03085966,29.09625276,26.89199118,10,6,13,66,4,61,7,83,107,66,56,13,1,1,4,6,1,0,1,0,9,2,2,0,0,0,0,2,1,1,29,14,18,1,1,4,0,4,0,0,2,0,1,0,0
Brad Hunt,D,D,2,0,0,0,0,0,1,1,-5,-7,-1,9,5,7,3,0,0,0,0,2,0,0,15.7,0.6,27,34.39490446,53.50318471,87.89808917,19.10828025,45.85987261,64.96815287,15.2866242,38.21656051,1,0,0,4,0,10,1,12,14,4,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Malone,LC,F,9,2,2,0,4,2,4,11,15,4,2,58,42,16,19,1,1,0,20,8,2,0,76.8,0.7,26,45.3125,33.59375,78.90625,32.8125,29.6875,62.5,23.4375,17.96875,2,2,5,30,4,23,2,38,43,19,22,9,2,2,2,5,0,2,0,0,3,2,4,0,1,0,1,0,0,0,12,1,3,0,2,4,0,0,0,0,0,0,0,0,0
Brad Marchand,L,F,19,7,1,1,9,16,44,64,47,43,3,296,236,96,115,5,0,5,10,26,5,3,261,4.5,27,68.04597701,57.24137931,125.2873563,54.25287356,44.36781609,98.62068966,42.52873563,31.49425287,10,10,37,185,14,137,11,193,249,149,123,38,5,1,16,26,0,4,2,0,26,10,2,0,3,1,0,5,4,1,51,11,28,2,1,27,12,12,0,0,2,0,0,0,0
Brad Richards,C,F,12,0,2,1,3,6,22,45,4,3,-1,124,94,39,36,1,24,31,0,6,1,0,142,3,35,52.3943662,50.70422535,103.0985915,39.71830986,38.45070423,78.16901408,29.57746479,29.15492958,10,10,25,70,5,69,6,91,120,59,62,32,0,2,12,18,0,0,3,1,20,7,4,0,0,0,0,2,1,0,22,10,15,3,2,9,0,3,0,0,3,1,2,0,0
Brad Richardson,C,F,8,2,0,0,2,8,13,23,-25,-33,-2,93,64,28,31,5,44,38,8,10,1,2,106.1,1.75,30,52.59189444,66.72950047,119.3213949,36.19227144,54.8539114,91.04618285,26.57869934,39.01979265,6,1,14,47,3,69,5,97,118,48,64,12,1,0,6,9,0,0,0,0,5,4,3,0,0,0,0,1,1,1,16,5,7,0,0,8,2,5,0,0,3,0,1,0,0
Brad Stuart,D,D,2,0,0,0,0,0,1,1,-15,-12,-2,10,7,4,10,1,0,0,3,0,0,0,21.8,3.6,35,27.52293578,68.80733945,96.33027523,19.26605505,52.29357798,71.55963303,11.00917431,44.03669725,0,1,0,4,0,16,2,19,25,5,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
Brandon Bollig,L,F,8,0,0,0,0,2,8,16,-19,-6,-2,53,45,12,26,3,0,0,19,5,2,0,78,1.3,28,40.76923077,55.38461538,96.15384615,34.61538462,39.23076923,73.84615385,25.38461538,28.46153846,1,3,12,33,0,37,2,51,72,23,32,11,0,0,3,5,0,0,1,0,6,5,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,2,0,1,0,0
Brandon Davidson,D,D,13,0,1,1,2,2,10,46,28,29,-4,194,141,57,56,16,0,0,17,25,4,1,191.6,0.585,24,60.75156576,51.98329854,112.7348643,44.15448852,35.07306889,79.22755741,32.56784969,28.18371608,18,10,18,104,6,90,10,112,166,87,79,35,0,1,3,12,0,0,3,0,17,14,4,0,0,0,0,1,0,0,15,4,6,1,1,19,5,11,1,0,6,1,3,0,1
Brandon Dubinsky,CL,F,14,2,3,2,7,11,23,33,15,5,2,174,129,56,75,5,99,100,42,10,2,0,183.7,5.85,29,56.83179096,51.93249864,108.7642896,42.13391399,40.50081655,82.63473054,32.00870985,31.35547088,13,6,12,98,10,96,8,124,159,87,87,15,2,3,6,7,1,2,1,0,10,3,2,0,2,0,0,1,0,0,35,8,21,1,2,15,2,6,0,1,6,2,5,0,2
Brandon Gormley,D,D,4,0,0,0,0,0,1,6,5,8,1,45,33,12,13,3,0,0,3,4,1,0,50.6,0,23,53.35968379,47.43083004,100.7905138,39.13043478,29.64426877,68.77470356,27.27272727,22.52964427,2,2,2,23,2,19,1,25,40,23,17,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,2,1,0,0,1,1,0,0,0,2,2,2,0,2
Brandon Manning,D,D,8,0,0,0,0,1,4,16,-19,-16,-1,97,75,41,25,3,0,0,10,8,0,1,120.6,0.625,25,48.25870647,57.71144279,105.9701493,37.31343284,45.27363184,82.58706468,24.87562189,32.33830846,3,3,10,50,1,65,2,91,116,40,51,9,0,0,0,4,0,0,0,0,7,1,1,0,0,0,0,0,0,0,6,1,3,0,0,1,0,0,0,0,2,1,0,0,0
Brandon Mashinter,L,F,20,2,0,0,2,6,10,20,-19,-16,-1,115,86,42,48,2,0,0,28,22,2,1,144.6,0.575,26,47.71784232,55.60165975,103.3195021,35.6846473,42.32365145,78.00829876,26.14107884,31.53526971,4,6,8,63,3,76,4,102,134,52,63,12,2,0,3,6,1,0,0,0,7,3,2,0,0,0,0,3,2,2,11,2,4,0,0,5,3,2,0,0,0,0,0,0,0
Brandon Pirri,C,F,15,1,0,1,2,6,15,44,-2,-5,-1,155,122,54,59,3,10,25,12,13,3,2,180.9,0.975,24,51.40961857,52.07296849,103.4825871,40.46434494,42.12271973,82.58706468,31.50912106,31.50912106,10,9,24,95,3,95,4,127,157,68,78,30,1,0,9,11,1,0,1,0,13,11,6,0,0,0,0,1,1,1,26,8,12,2,0,11,2,6,0,0,1,0,0,0,0
Brandon Prust,C,F,12,0,1,0,1,7,8,11,-35,-29,-4,96,69,39,51,3,1,4,10,9,0,1,140.9,2,31,40.88005678,55.78424414,96.66430092,29.38254081,41.73172463,71.11426544,19.58836054,29.80837473,3,3,5,46,1,70,5,98,131,49,69,11,0,1,9,7,0,0,0,0,6,4,1,0,0,0,0,0,0,0,15,4,8,0,1,11,3,6,0,0,5,1,4,1,0
Brandon Saad,LR,F,13,1,0,1,2,20,31,44,-6,-17,-6,164,119,50,57,5,2,2,4,9,3,3,166.1,4,22,59.24142083,61.40878989,120.6502107,42.98615292,49.12703191,92.11318483,33.95544852,35.7615894,6,7,30,94,6,99,12,136,170,88,88,28,1,2,14,20,1,0,1,0,17,7,4,0,0,0,0,2,2,1,28,8,13,0,0,14,5,6,0,2,3,0,2,0,0
Brandon Sutter,C,F,8,2,0,2,4,6,9,16,-9,1,4,84,67,28,32,2,36,29,2,5,1,1,101.4,3.3,26,49.70414201,55.0295858,104.7337278,39.64497041,39.05325444,78.69822485,29.58579882,28.40236686,3,4,7,50,6,48,2,66,93,37,49,16,1,1,7,10,1,1,1,0,7,5,4,0,1,0,0,0,0,0,15,5,7,2,0,8,5,3,1,1,4,1,3,0,1
Brayden McNabb,D,D,8,0,0,1,1,0,5,19,40,19,4,152,111,64,42,7,0,0,18,22,2,2,147.5,0.675,24,61.83050847,45.55932203,107.3898305,45.15254237,37.42372881,82.57627119,31.3220339,26.84745763,9,5,5,77,5,66,1,92,112,74,64,13,0,1,1,6,0,0,1,0,6,2,5,0,0,0,0,0,0,0,10,3,4,0,0,18,8,11,0,1,8,2,2,0,0
Brayden Schenn,LC,F,10,1,1,1,3,7,15,24,-2,-10,0,109,80,35,28,2,6,7,19,15,2,2,119.2,2.75,24,54.86577181,55.87248322,110.738255,40.26845638,45.30201342,85.5704698,28.69127517,30.20134228,9,3,11,57,3,60,3,90,111,50,51,14,1,1,6,6,0,0,0,0,8,4,2,0,0,0,0,3,2,1,20,6,8,1,1,5,2,3,0,0,4,1,1,0,0
Braydon Coburn,D,D,33,1,0,4,5,2,18,78,8,-2,3,401,304,134,129,22,0,0,40,48,3,2,459.1,4,30,52.40688303,51.36135918,103.7682422,39.72990634,39.9912873,79.72119364,27.31431061,28.49052494,24,22,31,209,18,218,15,306,393,208,206,63,1,2,6,22,1,1,1,0,35,18,10,0,1,0,0,0,0,0,30,10,18,0,0,26,5,16,0,2,8,3,4,0,1
Brendan Gallagher,R,F,11,0,2,2,4,15,26,39,54,44,2,175,134,59,55,4,2,1,13,20,1,1,148.3,5.5,23,70.80242751,48.95482131,119.7572488,54.21443021,36.41267701,90.62710722,38.43560351,29.1301416,8,9,22,95,5,72,3,90,121,78,60,26,0,4,17,14,1,0,2,0,16,7,3,0,0,0,0,2,0,0,48,14,29,2,2,9,6,6,0,2,6,3,3,0,0
Brendan Gaunce,C,F,1,0,0,0,0,1,1,2,-8,-5,-1,7,5,1,1,0,0,0,1,0,0,0,9,0.833,21,46.66666667,100,146.6666667,33.33333333,66.66666667,100,33.33333333,40,1,0,1,5,0,6,1,10,15,3,9,2,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,1,1,0,0,0,0,0,0,0
Brendan Smith,D,D,12,0,0,1,1,1,6,20,-4,-15,0,157,114,46,53,9,0,0,16,23,2,1,182.7,2.25,26,51.55993432,52.87356322,104.4334975,37.43842365,42.36453202,79.80295567,25.61576355,30.2134647,9,3,8,78,7,92,7,129,161,82,79,18,0,1,2,8,0,0,2,0,11,6,1,0,0,0,0,0,0,0,20,2,9,0,0,9,2,3,0,1,7,2,3,0,0
Brenden Dillon,D,D,21,0,0,2,2,3,10,48,-39,-7,-3,288,222,90,92,23,0,0,46,37,4,0,335.9,2.4,24,51.44388211,58.41024114,109.8541233,39.65465912,40.90503126,80.55969038,30.36618041,27.68681155,17,9,22,170,12,155,15,229,327,160,158,46,0,0,1,16,0,0,2,0,27,14,5,0,0,0,0,2,0,0,18,4,8,0,0,6,4,3,1,0,8,2,4,1,0
Brent Burns,DR,D,21,2,2,1,5,8,33,123,-17,2,-4,382,287,120,129,33,1,0,26,24,8,2,431.1,5.76,30,53.16631872,55.53235908,108.6986778,39.94432846,39.66597077,79.61029923,29.08837857,27.83576896,44,23,54,209,11,200,15,285,399,193,181,109,1,5,9,42,0,1,7,0,48,43,18,0,1,0,0,2,0,0,32,17,13,1,3,21,6,17,3,2,11,6,4,1,0
Brent Regner,D,D,1,0,0,0,0,0,0,1,-1,0,0,3,3,5,5,0,0,0,0,3,0,0,8.2,0.6,26,21.95121951,29.26829268,51.2195122,21.95121951,21.95121951,43.90243902,14.63414634,21.95121951,0,0,1,2,0,3,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brent Seabrook,D,D,49,3,4,2,9,6,30,149,-92,-73,2,782,566,287,251,74,0,0,57,100,7,1,888.2,5,30,52.8259401,59.04075659,111.8666967,38.23463184,43.16595361,81.40058545,29.18261653,31.61450124,59,29,58,432,28,468,26,639,874,363,392,122,2,2,12,53,0,2,7,0,47,45,30,0,0,2,0,0,0,0,66,17,33,2,2,51,13,27,4,0,28,12,18,0,0
Brett Connolly,R,F,21,0,4,1,5,20,34,47,1,-5,-6,251,195,92,111,11,3,6,46,14,2,3,263.7,1.025,23,57.11035267,56.88282139,113.9931741,44.36860068,45.50625711,89.87485779,33.90216155,32.99203641,9,12,26,149,10,145,16,200,250,124,120,34,0,2,19,18,0,0,2,0,17,13,4,0,0,0,0,2,2,0,25,3,16,0,2,11,4,5,1,0,1,1,1,0,1
Brett Kulak,D,D,3,0,0,0,0,0,1,7,9,6,-2,36,28,16,13,2,0,0,0,3,0,0,38.5,0.655,21,56.1038961,42.07792208,98.18181818,43.63636364,34.28571429,77.92207792,34.28571429,21.81818182,1,1,5,22,0,14,2,22,27,14,11,6,0,0,1,5,0,0,1,0,3,3,0,0,0,0,0,0,0,0,5,1,3,1,0,1,0,0,0,0,2,1,1,1,0
Brett Pesce,D,D,9,1,0,2,3,0,5,22,23,14,-1,126,93,47,26,10,0,0,3,17,1,0,143.3,0.743,20,52.75645499,43.12630844,95.88276343,38.93928821,33.07745987,72.01674808,26.37822749,22.60990928,7,4,10,63,3,54,4,79,103,50,50,19,0,1,1,6,0,0,0,0,10,4,5,0,0,0,0,0,0,0,14,3,9,0,0,9,3,5,0,1,4,1,1,0,0
Brian Boyle,CL,F,27,3,2,1,6,17,35,56,15,18,2,227,181,72,65,11,87,80,33,27,1,3,260.1,2,30,52.3644752,48.90426759,101.2687428,41.75317186,37.60092272,79.35409458,28.37370242,22.37600923,7,13,33,123,12,97,10,163,212,113,101,34,2,1,10,20,0,2,1,0,17,10,7,0,1,1,0,3,0,0,37,8,16,0,1,13,2,6,0,0,6,1,4,0,0
Brian Campbell,D,D,17,1,3,1,5,0,9,35,32,26,8,246,196,82,67,11,0,0,5,35,2,2,271.9,7.143,36,54.28466348,47.22324384,101.5079073,43.25119529,37.51379184,80.76498713,33.10040456,27.3630011,10,6,18,150,13,124,5,170,214,122,95,31,1,3,3,17,0,1,1,0,15,10,6,0,1,0,0,0,0,0,26,7,15,1,2,15,5,7,0,1,5,3,3,1,0
Brian Dumoulin,D,D,10,0,1,0,1,1,7,19,-3,-7,-5,138,106,40,55,10,0,0,3,14,0,2,155.8,0.8,24,53.14505777,54.30038511,107.4454429,40.82156611,43.51732991,84.33889602,29.26829268,29.26829268,5,3,11,76,1,76,6,113,141,69,80,17,0,1,4,8,0,0,1,0,4,10,3,0,0,0,0,1,0,0,13,2,5,0,1,14,5,8,0,0,5,2,4,0,0
Brian Flynn,C,F,15,0,0,0,0,12,17,30,-13,-1,-1,121,93,32,91,7,35,20,7,8,0,1,145.9,0.95,27,49.76010966,55.10623715,104.8663468,38.24537354,38.65661412,76.90198766,30.84304318,28.37559973,2,7,21,75,2,69,3,94,134,47,69,25,0,0,9,13,1,0,2,0,6,13,6,0,0,0,0,4,2,0,18,4,14,0,0,14,7,9,0,0,5,2,2,0,0
Brian Gionta,R,F,13,1,1,0,2,6,16,27,-8,-15,-1,161,120,52,52,4,1,6,4,12,0,1,188,4.25,36,51.38297872,53.93617021,105.3191489,38.29787234,43.08510638,81.38297872,30,29.04255319,4,6,16,94,3,91,4,135,169,78,76,19,1,2,10,13,1,1,0,0,13,4,2,0,0,0,1,0,0,0,27,12,18,0,1,12,3,9,0,1,5,3,4,0,0
Brian O'Neill,R,F,22,0,1,1,2,8,16,24,-37,-29,-3,136,100,39,66,9,2,3,33,29,3,2,212.6,0,27,38.38193791,48.82408278,87.2060207,28.22201317,36.40639699,64.62841016,20.31984948,27.09313264,6,4,14,72,3,96,6,129,173,71,77,11,0,0,3,5,0,0,0,0,6,4,1,0,0,0,0,1,0,0,28,4,8,0,0,9,3,6,0,0,6,1,3,1,0
Brian Strait,D,D,4,0,0,1,1,0,0,12,2,-1,1,52,36,15,12,2,0,0,12,9,1,0,54.6,0.925,27,57.14285714,54.94505495,112.0879121,39.56043956,40.65934066,80.21978022,26.37362637,34.06593407,3,5,4,24,3,31,2,37,50,23,24,10,0,0,0,2,0,0,1,0,3,5,2,0,0,0,0,0,0,0,2,2,1,0,0,3,0,0,0,0,1,0,1,0,0
Brock McGinn,L,F,6,1,0,1,2,4,8,9,-18,-19,-4,53,34,21,30,0,0,0,9,10,2,1,73.6,0.843,21,43.20652174,57.88043478,101.0869565,27.7173913,43.20652174,70.92391304,21.19565217,35.86956522,0,2,6,26,2,44,6,53,71,21,37,7,0,0,2,4,0,0,1,0,1,6,0,0,0,0,0,1,0,0,6,3,5,0,0,5,0,1,0,0,1,0,0,0,0
Brock Nelson,CL,F,6,2,1,1,4,4,11,16,20,15,2,68,49,24,15,2,13,13,2,5,1,2,74.2,1.5,23,54.98652291,38.81401617,93.80053908,39.62264151,27.49326146,67.11590296,33.15363881,17.78975741,5,2,7,41,4,22,2,34,48,37,22,8,2,1,5,3,0,1,1,0,2,5,1,0,1,0,0,1,1,1,12,5,5,0,1,2,0,1,0,0,4,3,3,0,0
Brooks Laich,C,F,29,1,2,1,4,10,24,46,25,8,-6,218,155,67,64,3,13,15,32,21,1,3,244.9,4,32,53.40955492,47.28460596,100.6941609,37.97468354,36.01469988,73.98938342,24.49979584,25.47978767,10,10,25,100,4,104,10,147,193,93,92,25,1,2,6,18,0,1,0,0,11,10,4,0,0,1,0,0,0,0,31,6,15,0,1,21,8,6,0,1,4,3,3,0,0
Brooks Orpik,D,D,13,1,1,1,3,1,6,25,-7,5,-3,189,148,61,59,22,0,0,35,18,8,0,211,5.5,34,53.74407583,55.73459716,109.478673,42.08530806,40.66350711,82.74881517,32.41706161,29.00473934,11,3,10,114,10,102,13,143,196,98,103,18,1,1,1,7,0,1,1,0,11,4,3,0,0,1,0,0,0,0,11,1,6,0,0,9,0,8,0,1,5,1,2,0,1
Bryan Bickell,L,F,22,0,1,1,2,12,22,41,15,2,-3,209,150,87,31,9,2,0,52,45,1,3,216.7,4.5,29,57.8680203,53.71481311,111.5828334,41.53207199,40.97831103,82.51038302,30.45685279,33.50253807,11,10,20,110,5,121,8,148,194,105,76,33,0,0,13,16,0,0,4,0,13,11,9,0,0,0,0,1,1,0,23,10,8,2,0,15,5,8,1,0,4,1,2,0,0
Bryan Lerg,L,F,5,0,0,0,0,1,1,6,-29,-17,1,21,17,7,11,3,14,10,10,1,0,0,42.7,0.6,29,29.50819672,70.25761124,99.76580796,23.88758782,47.77517564,71.66276347,21.07728337,32.31850117,2,1,3,15,1,23,0,34,50,7,23,6,0,0,1,3,0,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Bryan Little,C,F,14,1,0,2,3,13,26,38,-9,-10,-3,188,145,63,65,5,110,100,14,11,1,4,194.1,4.75,27,58.11437403,60.89644513,119.0108192,44.82225657,47.91344668,92.73570325,32.45749614,36.47604328,6,7,24,105,6,118,9,155,197,96,104,25,1,1,15,14,0,1,2,0,10,6,9,0,1,0,0,2,2,0,37,13,15,1,0,15,3,9,0,1,7,2,2,1,1
Bryan Rust,R,F,2,0,0,0,0,2,6,7,-2,4,-1,18,15,12,12,1,0,0,0,2,1,2,24,0.665,23,45,50,95,37.5,27.5,65,25,22.5,1,0,6,10,0,9,1,11,20,14,11,8,0,0,1,5,0,0,1,0,4,3,1,0,0,0,0,0,0,0,5,1,2,0,0,1,1,0,0,0,0,0,0,0,0
Bud Holloway,R,F,1,0,0,0,0,0,0,1,-4,-2,0,1,1,3,1,0,0,1,0,1,0,0,7.5,0.575,27,8,40,48,8,24,32,8,24,0,0,1,1,0,3,0,3,5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byron Froese,C,F,19,0,2,0,2,6,9,18,-21,-19,-4,124,91,28,88,3,71,81,20,21,3,2,168.5,0,24,44.15430267,51.63204748,95.78635015,32.40356083,39.16913947,71.5727003,19.58456973,25.6379822,2,7,9,55,3,72,7,110,145,57,71,13,0,1,8,7,0,0,2,0,7,3,3,0,0,0,0,0,0,0,19,8,11,0,1,8,0,3,0,0,2,1,2,1,0
Cal Clutterbuck,R,F,6,0,0,0,0,3,4,7,11,12,1,57,45,21,16,1,0,0,24,11,1,1,63.5,3,27,53.85826772,43.46456693,97.32283465,42.51968504,31.18110236,73.7007874,24.56692913,22.67716535,1,2,4,26,2,24,1,33,46,23,19,3,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,1,0,0,3,1,0,1,0,1,1,1,0,1
Cal O'Reilly,C,F,3,0,1,0,1,1,2,2,0,-1,1,16,10,2,5,1,8,1,0,0,0,0,21.8,0,28,44.03669725,44.03669725,88.0733945,27.52293578,30.27522936,57.79816514,19.26605505,19.26605505,0,0,2,7,1,7,0,11,16,9,5,2,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,3,2,0,1,0,0,0,0,0,1,0,0,0,0
Calle Jarnkrok,C,F,12,0,1,0,1,4,14,25,14,7,-1,139,104,62,42,2,46,38,4,11,0,2,148,0.735,23,56.35135135,50.67567568,107.027027,42.16216216,39.32432432,81.48648649,31.62162162,27.97297297,9,5,11,78,3,69,4,97,125,51,53,24,0,0,9,8,1,0,0,0,10,7,7,0,0,0,0,0,0,0,18,6,9,1,0,14,3,9,1,0,3,1,2,0,0
Calvin de Haan,D,D,6,0,0,1,1,2,4,13,23,22,1,94,74,32,35,6,0,1,11,3,2,1,104.2,2,24,54.12667946,40.88291747,95.00959693,42.61036468,29.94241843,72.55278311,31.66986564,20.15355086,1,2,10,55,4,35,3,52,71,47,33,10,0,1,1,6,0,0,0,0,3,5,2,0,0,0,0,1,1,0,15,3,4,0,0,7,4,5,0,1,0,0,0,0,0
Cam Atkinson,R,F,14,2,4,0,6,14,30,42,-9,-15,-5,133,106,58,68,5,0,1,7,7,0,0,159.6,2.5,26,50,53.38345865,103.3834586,39.84962406,45.4887218,85.33834586,30.82706767,34.96240602,5,11,24,82,8,93,13,121,142,73,79,33,2,1,16,20,2,2,4,0,19,8,6,0,1,0,1,1,1,0,18,5,9,0,1,6,2,6,0,0,3,2,1,0,0
Cam Fowler,D,D,8,0,0,1,1,0,3,18,2,15,1,130,103,42,48,9,0,0,4,20,1,0,140.9,4,23,55.35841022,54.50674237,109.8651526,43.86089425,37.47338538,81.33427963,34.06671398,28.53087296,6,2,10,80,5,67,4,88,128,63,58,15,0,2,0,7,0,0,2,0,5,7,3,0,0,0,0,0,0,0,12,2,6,1,1,11,4,4,1,1,5,0,3,0,0
Carl Gunnarsson,D,D,13,0,0,2,2,1,4,21,-6,13,0,160,126,53,62,23,0,0,3,23,0,2,200.6,3.45,28,47.85643071,49.65104686,97.50747757,37.68693918,33.79860419,71.48554337,27.81655035,27.21834497,6,4,11,93,7,91,7,113,166,75,71,20,0,2,2,7,0,0,0,0,7,7,6,0,0,0,0,0,0,0,15,3,7,0,0,10,4,6,0,2,8,3,4,0,0
